Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Schools (Private),A point data-set that represents the locations of private school facilities throughout Waupaca County.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Education|OpenData|WaupacaCounty|Wisconsin|HighSchool|MiddleSchool|ElementarySchool|Schools|PrivateSchool,2016-01-21T18:15:35.000Z,,,,Waupaca County,"-89.2283,44.2429,-88.6122,44.6794",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/30b894410df04c97bf04f7f51c64772f_31,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/30b894410df04c97bf04f7f51c64772f_31.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/31,,,30b894410df04c97bf04f7f51c64772f_31,https://hub.arcgis.com/datasets/30b894410df04c97bf04f7f51c64772f_31,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Snowmobile Trails,"A poly line data-set that represents all known locations of snowmobile trails within Waupaca County, Wisconsin. Due to the nature of snowmobile trails, some segments may change from year-to-year. This data may not be current for winter 2016.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Recreation|Trails|Snowmobiling|Snowmobile,2016-01-07T17:26:09.000Z,,,,Waupaca County,"-89.2243,44.2419,-88.6277,44.6796",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/e51457a42fa6479981fb5ce84695169a_28,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/e51457a42fa6479981fb5ce84695169a_28.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/28,,,e51457a42fa6479981fb5ce84695169a_28,https://hub.arcgis.com/datasets/e51457a42fa6479981fb5ce84695169a_28,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Water Lines,"The hydrography coverage was created to represent rivers, water bodies and other hydrographic phenomena in Waupaca County. Hydrologic features were derived from the May 1994 flight with a flight height of 10,000 feet",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Water|OpenData|Environment,2015-05-22T21:01:19.000Z,,,,Waupaca County,"-89.2247,44.2419,-88.6052,44.6808",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/7183a1f6fb354d70973beaf5e4dd1ef3_14,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/7183a1f6fb354d70973beaf5e4dd1ef3_14.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/14,,,7183a1f6fb354d70973beaf5e4dd1ef3_14,https://hub.arcgis.com/datasets/7183a1f6fb354d70973beaf5e4dd1ef3_14,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Trails,"A poly line data-set that represents all known locations of trails within Waupaca County, Wisconsin. This includes State Trails, County Trails, and City/Village Trails.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Recreation|Trails|OpenData,2016-01-07T17:20:42.000Z,,,,Waupaca County,"-89.5259,44.2404,-88.6869,44.6713",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/9a283607a5ec4462ba127ba8d152a2b0_29,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/9a283607a5ec4462ba127ba8d152a2b0_29.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/29,,,9a283607a5ec4462ba127ba8d152a2b0_29,https://hub.arcgis.com/datasets/9a283607a5ec4462ba127ba8d152a2b0_29,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Park Areas,"A polygon data-set that represents the location of all park boundaries within Waupaca County, Wisconsin. This includes State Parks, County Parks, Town Parks, and City/Village Parks.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Recreation|Parks|OpenData,2015-03-06T21:56:08.000Z,,,,Waupaca County,"-89.2339,44.2426,-88.6103,44.6796",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/87e07b8ae6994f9f88e46eb219efdbd0_22,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/87e07b8ae6994f9f88e46eb219efdbd0_22.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/22,,,87e07b8ae6994f9f88e46eb219efdbd0_22,https://hub.arcgis.com/datasets/87e07b8ae6994f9f88e46eb219efdbd0_22,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Roads and Streets,A line data-set that represents the Waupaca County transportation network. A single line is used to represent the center of a road. All roads are geocoded with a address range.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Transportation,2015-05-26T20:39:11.000Z,,,,Waupaca County,"-89.2246,44.2418,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/c3e0cc8b687b45839ee4365f2eaae804_26,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/c3e0cc8b687b45839ee4365f2eaae804_26.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/26,,,c3e0cc8b687b45839ee4365f2eaae804_26,https://hub.arcgis.com/datasets/c3e0cc8b687b45839ee4365f2eaae804_26,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Preferred Land Use,"Comprehensive planning preferred land use. Data was generated through a grassroots effort facilitated by township level planning commission meetings. Township planning commissions identified how they wanted to see the land used in the future, 2030 be the target date.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|LandRegulation,2015-05-26T20:05:56.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6818",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/4e3e52bdea4c4f938a7ec4e930042de7_17,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/4e3e52bdea4c4f938a7ec4e930042de7_17.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/17,,,4e3e52bdea4c4f938a7ec4e930042de7_17,https://hub.arcgis.com/datasets/4e3e52bdea4c4f938a7ec4e930042de7_17,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Other Survey Control,"Various survey ground control monuments (NGS, WIDOT, County Highway Benchmarks) with established Waupaca County coordinates.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|GPS|GroundControl|PLSS|Cadastral,2016-10-18T16:30:56.000Z,,,,Waupaca County,"-89.2671,44.2417,-88.6055,44.7160",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/b49fe78d785241bcaaf590c2e86a1f67_35,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/b49fe78d785241bcaaf590c2e86a1f67_35.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/35,,,b49fe78d785241bcaaf590c2e86a1f67_35,https://hub.arcgis.com/datasets/b49fe78d785241bcaaf590c2e86a1f67_35,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Voting Wards,"A polygon data-set that represents voting district boundaries throughout Waupaca County, Wisconsin. These boundaries were adopted during the 2010 redistricting process.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Boundaries,2015-05-26T19:35:12.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/404ed75fb82e4c55a3ade871ff573415_5,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/404ed75fb82e4c55a3ade871ff573415_5.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/5,,,404ed75fb82e4c55a3ade871ff573415_5,https://hub.arcgis.com/datasets/404ed75fb82e4c55a3ade871ff573415_5,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Aldermanic Districts,"A polygon data-set that represents the jurisdictional boundaries for the aldermanic districts for within cities within Waupaca County, Wisconsin. These boundaries were adopted during the 2010 redistricting process.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Boundaries,2015-05-22T20:33:50.000Z,,,,Waupaca County,"-89.1373,44.3088,-88.7232,44.6797",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/dc931291eff7445297f72c30fa954833_1,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/dc931291eff7445297f72c30fa954833_1.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/1,,,dc931291eff7445297f72c30fa954833_1,https://hub.arcgis.com/datasets/dc931291eff7445297f72c30fa954833_1,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County Supervisor Districts,"A polygon data-set that represents the jurisdictional boundaries for the county supervisory districts throughout Waupaca County, Wisconsin. These boundaries were adopted during the 2010 redistricting process.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Boundaries,2015-05-26T19:26:04.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/fd7cedce3c244eb5bc99f72381d0d170_2,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/fd7cedce3c244eb5bc99f72381d0d170_2.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/2,,,fd7cedce3c244eb5bc99f72381d0d170_2,https://hub.arcgis.com/datasets/fd7cedce3c244eb5bc99f72381d0d170_2,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Zoning,Rural zoning districts for townships that fall under Waupaca County Zoning. Zoning data is tax parcel based.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|LandRegulation,2015-05-26T20:14:28.000Z,,,,Waupaca County,"-89.2248,44.2420,-88.6050,44.6807",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/97423bb6dce745f4869ecb563aa36bd6_19,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/97423bb6dce745f4869ecb563aa36bd6_19.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/19,,,97423bb6dce745f4869ecb563aa36bd6_19,https://hub.arcgis.com/datasets/97423bb6dce745f4869ecb563aa36bd6_19,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Municipal Boundaries,"A polygon data-set that represents the jurisdictional boundaries for cities, towns and villages throughout Waupaca County, Wisconsin.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Boundaries|OpenData,2015-03-06T21:56:52.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/97abbef17dfc4c2fb369e4d1658dc4e7_3,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/97abbef17dfc4c2fb369e4d1658dc4e7_3.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/3,,,97abbef17dfc4c2fb369e4d1658dc4e7_3,https://hub.arcgis.com/datasets/97abbef17dfc4c2fb369e4d1658dc4e7_3,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public Land Survey System (PLSS) GPS Control,Public Land Survey System (PLSS) monuments that have established survey grade GPS coordinates.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|GPS|GroundControl|PLSS|Cadastral,2016-10-18T16:26:16.000Z,,,,Waupaca County,"-89.2671,44.2417,-88.6055,44.7160",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/442ec6e5e3464bdba39ad97dd97177fe_34,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/442ec6e5e3464bdba39ad97dd97177fe_34.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/34,,,442ec6e5e3464bdba39ad97dd97177fe_34,https://hub.arcgis.com/datasets/442ec6e5e3464bdba39ad97dd97177fe_34,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Road Right-of-Way (ROW),"The road right-of-way(ROW) layer for Waupaca County includes county, state, and U.S. highways, town roads, city streets and alleys. The Road ROW layer is available in a county-wide or individual layer for each township, city, or village. The road ROW polygons were derived from various sources. These sources include, but are not limited to, deeds, surveys, subdivision plats, highway plats, Town records, and State records.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Transportation|Parcels|Cadastral|Roads|Streets|OpenData,2015-08-18T15:31:24.000Z,,,,Waupaca County,"-89.2246,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/40c234f2ccb44d70a3920414d1e5eef1_27,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/40c234f2ccb44d70a3920414d1e5eef1_27.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/27,,,40c234f2ccb44d70a3920414d1e5eef1_27,https://hub.arcgis.com/datasets/40c234f2ccb44d70a3920414d1e5eef1_27,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
